1	      0.5  	2	   0.0002 	2e5	119763	    24.8 	   nan  	40.500	    31.579	0.00000   0.00000
1	      0.5  	2	   0.0002 	2e5	119763	    29.0 	   nan  	33.754	    39.332	0.00000   0.00000
1	      0.5  	2	   0.0002 	2e5	119763	    33.8 	   nan  	69.593	    46.634	0.68327   0.00000
1	      0.5  	2	   0.0002 	2e5	119763	    34.9 	   nan  	22.736	    17.729	0.00000   0.00000
1	      0.5  	2	   0.0002 	2e5	119763	    37.3 	   nan  	31.826	    29.710	0.00000   0.00000
1	      0.5  	2	   0.0002 	2e5	119763	    50.4 	   nan  	15.612	    24.859	0.00000   0.00000
1	      0.5  	2	   0.0002 	2e5	119763	    56.3 	   nan  	16.357	    29.233	0.00000   0.00000
1	      0.5  	2	   0.0002 	2e5	119763	    71.3 	   nan  	18.730	    18.984	0.00000   0.00000
1	      0.5  	2	   0.0002 	2e5	119763	    79.7 	   nan  	35.893	    17.174	0.68644   0.00000
1	      0.5  	2	   0.0002 	2e5	119763	    8621.4 	   22.4  	25.925	    39.741	0.00000   0.00000
1	      0.5  	2	   0.0002 	2e5	119763	    1607.5 	   23.8  	44.925	    28.936	0.00000   0.00000
1	      0.5  	2	   0.0002 	2e5	119763	    310.0 	   24.6  	27.190	    43.736	0.00000   0.00000
1	      0.5  	2	   0.0002 	2e5	119763	    922.8 	   28.4  	28.118	    42.519	0.00000   0.00000
1	      0.5  	2	   0.0002 	2e5	119763	    49.7 	   46.5  	19.361	    24.436	0.00000   0.00000
1	      0.5  	2	   0.0002 	2e5	119763	    159.5 	   47.8  	25.433	    29.579	0.00000   0.00000
1	      0.5  	2	   0.0002 	2e5	119763	    2006.2 	   48.6  	58.572	    25.810	0.68581   0.00000
1	      0.5  	2	   0.0002 	2e5	119763	    4509.1 	   52.2  	21.022	    15.204	0.00000   0.00000
1	      0.5  	2	   0.0002 	2e5	119763	    275.6 	   57.6  	17.806	    23.248	0.00000   0.00000
